author,body,likes,dislikes,replies,video_likes,video_dislikes,video_shares,video_views,youtube_predicted_emotion
@ibrahimbarrie742,"people saying greatest final ever, does nobody remember real madrid atletico madrid 2014?",0,0,1,309300,0,0,20463015,admiration
@datgal__ishot,its was literally mbappe vs argentina,1,0,2,309300,0,0,20463015,neutral
@10824jaewon,"i prefer messi to mbappe, but i really enjoyed watching both of them play at a high level in this game.",0,0,0,309300,0,0,20463015,joy
@10103kim,"messi did well, but the team worked really hard and all the players did well, but i think the connection, especially the goalkeeper, did really well. i think it's a very valuable victory.",1,0,0,309300,0,0,20463015,admiration
@math7011,now in paris we can laugh and speak about this final with pretty argentinian girls who comes in france for a better life ( i love argentina for this),2,0,0,309300,0,0,20463015,joy
@Mikhiel1718,that last minute shot from kilo muani… remember watching this game live and that was probably the biggest what if’s in football history. martinez won the world cup for his team 😊,152,0,0,309300,0,0,20463015,admiration
@ukk0123,❤,0,0,0,309300,0,0,20463015,neutral
@zyakko82,that kolo muani shot,0,0,0,309300,0,0,20463015,neutral
@mazelyrics111,"congrats to argentina, but men the performance of mbappe, hatrick?, in the world cup finals?, just ridiculous.",0,0,0,309300,0,0,20463015,annoyance
@guestinho333,yeah,0,0,0,309300,0,0,20463015,approval
@jelena7179,mesi je seronja veliki,0,0,0,309300,0,0,20463015,neutral
@luc9706,"everytime i watched the last save, i felt something in my heart",4,0,0,309300,0,0,20463015,neutral
@nirdeshpaudyal9215,still gives goosebumps,1,0,0,309300,0,0,20463015,excitement
@azrafplays,1:30 goosebumps 🤯🤯,4,0,0,309300,0,0,20463015,excitement
@AVINASHKUMAR-vs6uk,it is argentina vs france or argentina vs some random african country 😂😂😂😂,0,0,0,309300,0,0,20463015,neutral
@WabombahTheeTrapstar99,kolo muani's chance made my heart skip coz i was supporting king leo,1,0,0,309300,0,0,20463015,sadness
@xtrimshuvo4714,"it's not a game😊,it’s memories💖😊",3,0,0,309300,0,0,20463015,sadness
@Coconutyorkie,messi sos el el mejor !,0,0,0,309300,0,0,20463015,excitement
@farukmia5878,i love my mess,0,0,0,309300,0,0,20463015,love
@Supercoolmanguy62,this is the perfect dream match,0,0,0,309300,0,0,20463015,admiration
@SupremeZgtaf,"incredible performance by both teams, both 2018 and 2022 the game could have gone either way.",3,0,0,309300,0,0,20463015,admiration
@GilangPratama-fv3sq,mesi ngegolin gawang,0,0,0,309300,0,0,20463015,neutral
@alebarocco7273,😂😂😂😂😂 worst wc ever,1,0,2,309300,0,0,20463015,disgust
@punisher1511,penalty for 🇦🇷,1,0,2,309300,0,0,20463015,desire
@kenmoumin9372,how was this gifted to messi by fifa? are people really that sour that they need to make excuses for messi's success?,3,0,1,309300,0,0,20463015,neutral
@akshaygosain3135,martinez save was unbelievable !,2,0,0,309300,0,0,20463015,surprise
@Someone99,best world cup ever ❤ thank you qatar ❤❤❤,2,0,0,309300,0,0,20463015,admiration
@deaglerlx6244,penal para argentina,0,0,4,309300,0,0,20463015,neutral
@joshcadelien9532,best game ever 💙🤍 ♥🤍💙,0,0,0,309300,0,0,20463015,admiration
@rosismahameru7423,it was 6 months ago but im still got goosebump avery watch this 👏🏻👏🏻👏🏻,1,0,0,309300,0,0,20463015,desire
@estebanakde,"inolvidable argentina campeon y con messi, haber esperado tanto y que se haya echo realidad, pasaron 6 meses y todavia me cuesta creerlo",2,0,0,309300,0,0,20463015,neutral
@user-db8ty5of1r,🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🏆🏆🏆✈️✈️✈️🇧🇩🇧🇩🇧🇩,1,0,3,309300,0,0,20463015,neutral
@long_strong8843,1:06 mbappé saved france's goalkeeper,0,0,1,309300,0,0,20463015,neutral
@long_strong8843,dude five months ago as of writing this... time does feel it's going by quickly,0,0,0,309300,0,0,20463015,realization
@long_strong8843,0:46 that kick from mbappé was scary,0,0,0,309300,0,0,20463015,fear
@frankthetank819,not greatest final ever greatest match i’ll say greatest final ever it’s 2006 italy vs germany and italy winning greatest in fifa history forza azzurri forever,0,0,1,309300,0,0,20463015,admiration
@kingcity4646ys,음바페 11명하고 메시 11명이 서로 대결하면 누가 이길까요?,2,0,1,309300,0,0,20463015,curiosity
@lyricswitheasychords8036,greatest final ever ❤️ justice to the football world as messi lifted the gold😍,1,0,0,309300,0,0,20463015,admiration
@ronoworld2148,if kolo muani had passed that last chance to mbappe.... mbappe would win the ballond or😂,1,0,0,309300,0,0,20463015,curiosity
@volleyballcuts,1:30 this was the most exciting moment of match. unbeliavable,6,0,0,309300,0,0,20463015,excitement
@westj03,worst resume ever,0,0,0,309300,0,0,20463015,disgust
@SpIatter,penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina! penalty for argentina!,0,0,2,309300,0,0,20463015,neutral
@MorenaXhani,mpbba👎,0,0,0,309300,0,0,20463015,sadness
@thgtyt1404,メッシのw杯優勝を見ようとするエムバペのエグさをまざまざと見せつけささせられるね。エムバペの2点目やばすぎな。 あと、エミマルもエグすぎる，あのシーン終わったなって思ってしまった,0,0,0,309300,0,0,20463015,neutral
@_official.bob.lee.swagg3r758,that's when i gained respect for mbappe,2,0,0,309300,0,0,20463015,admiration
@thankgodoge,so amazing,0,0,0,309300,0,0,20463015,admiration
@lucisolomon8537,my heart was about to explode. i will never forget this match,4,0,0,309300,0,0,20463015,grief
@aaryanadhikaricreation9809,"🚨 lionel messi is now the only footballer ever to win : ‣ 7x ballon d'ors (most in history) ‣ 6x european golden boots (most in history) ‣ 8x pichichi trophies (most in history) ‣ 2x fifa world cup golden balls (most in history) ‣ 2x laureus world sportsman of the year awards the goat 🐐, the alien👽, the genius 🐐 the greatest of all time 💜 g.o.a.t the only one greatest player of all time leo messi 🐐 g.o.a.t of the universe 🌍 leo messi 🥢 𝐁𝐚𝐭𝐨𝐧’𝐬 𝐨𝐟 𝐅𝐨𝐨𝐭𝐛𝐚𝐥𝐥 𝐆𝐎𝐀𝐓🐐🇦🇷 ⏳️✅️ ballon d’or no 8🏆 just 🐐 things! 🤯🤯👏",2,0,0,309300,0,0,20463015,admiration
@gayaniranasingha9858,messi better than ronaldo messi average is high than ronaldo and ronaldo 1166 matches messi1027 matches messi 806 goals ronaldo only 837 goals for his matches ans messi have more asitse oolaso more than ronaldo if youer think ill make lie your can search messi have awards olso more than ronaldo messi the goat faans gang,2,0,0,309300,0,0,20463015,neutral
@gayaniranasingha9858,new best walls in fifa 2022 martinez likovik,0,0,0,309300,0,0,20463015,admiration
@gayaniranasingha9858,mbape s hat trick have two pens if messi have two pens he olso score,0,0,0,309300,0,0,20463015,neutral
@gayaniranasingha9858,from goats messi only can win a world cup,0,0,0,309300,0,0,20463015,neutral
@JaykobeRL,wouldve been more legendary if it were a portugal vs argentina final tbh but really deserved for argentina,0,0,0,309300,0,0,20463015,admiration
@HollywoodUndeadV,greatest match of all times,0,0,0,309300,0,0,20463015,admiration
@deckd_4352,"coming back to it months later, still one of the greatest football matches ever, and the fact that it was the world cup final, makes it even better.",191,0,1,309300,0,0,20463015,admiration
@aadidev8239,the best final ever 💥💙💙,0,0,0,309300,0,0,20463015,amusement
@jojo-qw3ns,"well done argentina, i'm still having nightmares about the kolo muani occasion but it's an honor to lose against messi's argentina in an awesome final.",0,0,0,309300,0,0,20463015,admiration
@ughelli88,la euforia de esta final me va a durar por el resto de mi vida,0,0,0,309300,0,0,20463015,neutral
@kimjancok,rigged final fr ref given france 2 free penalties 😂☝️,2,0,0,309300,0,0,20463015,excitement
@nazmultuhin3946,we are world champion ❤️🇦🇷,0,0,0,309300,0,0,20463015,love
@dnxphl3178,😊😊😊ñ,0,0,0,309300,0,0,20463015,curiosity
@wibukaminolepofficial,this fifa world cup qatar 2022 final is simply the best. both sides showed their respective qualities in this world cup final. i'm looking forward to the upcoming world cup.,5,0,0,309300,0,0,20463015,admiration
@andryanrinaldhi,final 2006 perancis kalah pinalti yg gagal no 20 trezeguet final 2022 perancis kalah pinalti yg gagal no 20 coman,0,0,0,309300,0,0,20463015,neutral
@BillieJaylen,7 months later and i still think about that kolo muani chance💔,0,0,0,309300,0,0,20463015,realization
@UsamaKhan-gk9ho,kuolo muani should have passed to mbappe and safed the world from noise pollution.,0,0,1,309300,0,0,20463015,neutral
@joysarkar2922,what a voice............... peter drury. greatest commentator ever.........,2,0,0,309300,0,0,20463015,admiration
@shadder8431,my heart 1:29,0,0,0,309300,0,0,20463015,neutral
@kutthroat2735,i just can’t get over how mbappé scored the second goal. the angle was weird and far out. and the way he headered it and then made the run showed his spectacular awareness and composure. just showed how great of a player he is.,984,0,13,309300,0,0,20463015,admiration
@garipyolcu7829,what a drama in that moment 1:30 😱😫,0,0,0,309300,0,0,20463015,curiosity
@Intelchile,"no, copa regalada a penales",0,0,0,309300,0,0,20463015,disapproval
@dragonmb8076,young superstar vs megastar,0,0,0,309300,0,0,20463015,neutral
@vadimsemin1170,you church notre damm de paris had been burnt. it was amazing. don't put poison in your carrefour chocolate from cedex france.,0,0,0,309300,0,0,20463015,admiration
@zokistancic4437,m bappe is amazing !,0,0,0,309300,0,0,20463015,excitement
@AbrarAbsi5,main hero of the match emiliano martinez☆ always support 🇦🇷,3,0,0,309300,0,0,20463015,approval
@romainleger8994,"💙🤍❤️je suis français et je suis fou de foot , ce soir la ,une grande tristesse s est mêlé a une enorme fierté après le 2ème but de mbappé je pensais que c était pour nous 💙🤍❤️",0,0,0,309300,0,0,20463015,realization
@rishirajput8392,this was the match where i started loving the game style of mbappe and messi yes i am a cr fanboi,0,0,0,309300,0,0,20463015,admiration
@tochukwuudu7763,kolo muani got blinded by the headlines and lights..,1,0,0,309300,0,0,20463015,sadness
@DIPSOF,ronaldo😢,4,0,1,309300,0,0,20463015,sadness
@muhammadsulaiman8344,hallo argentina. see you in +62 country 😅😅😅,1,0,0,309300,0,0,20463015,approval
@Nischal305,why martinez doesn't savé,1,0,0,309300,0,0,20463015,neutral
@Milanesa3p,absolutamente nadie en francia ni el resto del mundo es consciente del tremendo desastre que podía haber ocurrido acá en argentina si entraba la pelota del kolo muani,1,0,0,309300,0,0,20463015,neutral
@TrunKs55,penales inexistentes jajajajaj los de argefifa😂,1,0,2,309300,0,0,20463015,neutral
@coolus08,nigerian supporters cried when france lost. what lost for africa,0,0,0,309300,0,0,20463015,sadness
@thetwitterlectual9528,"for me, the key moment was martinez’ save in the last minute of extra time. it changed the course of history (99% certain of that). how often does the goalkeeper have such a moment in a world cup final? the headlines are usually made by the attacking players who win the game, but this was a defensive player turning up at the biggest moment.",1641,0,15,309300,0,0,20463015,confusion
@eetohi,my heart stopped when kolo muani got that final chance. the chance that could've changed everything.,1,0,0,309300,0,0,20463015,surprise
@angelreborn1283,"it’s been proven , messi is the greatest player in this era",1,0,0,309300,0,0,20463015,admiration
@movsar93mn,don't like messi tbh. but he deserved it,0,0,0,309300,0,0,20463015,disapproval
@poubronzeado5,1:29 freeze congelei!,0,0,2,309300,0,0,20463015,neutral
@makas01217,"watching this 6 months after the final, mbappe’s second goal still gives me goosebump",1,0,0,309300,0,0,20463015,excitement
@Gustavopsl,messi goat ❤🎉,2,0,0,309300,0,0,20463015,love
@akuanakINDONESIA182,best final in history world cup,0,0,0,309300,0,0,20463015,admiration
@tracyalmanza4024,mbappe is the goat no debate he scored a hatrick he carried,0,0,1,309300,0,0,20463015,neutral
@flvachurch,"i'll tell my kids i witnessed the greatest football match ever played! 6 months now, and still give me goosebumps ❤",31,0,1,309300,0,0,20463015,admiration
@harmez7,messi's career is like k-drama it's so epic you cant believe it !,2,0,0,309300,0,0,20463015,admiration
@augnix888,what a match,0,0,0,309300,0,0,20463015,admiration
@naumaanhamid,never forgiving kolo muani for that. how could you let a fraud win a wc,0,0,2,309300,0,0,20463015,curiosity
@l9taon,tinha que mostrar o contra ataque inteiro do segundo gol da arg,0,0,0,309300,0,0,20463015,neutral
@orsolyadarago7583,kylian mbappe 4 gol,0,0,0,309300,0,0,20463015,neutral
@latinoamerica8714,"lo sigo viendo y me sigue provocando las mismas emociones, el mejor partido que he presenciado.",70,0,0,309300,0,0,20463015,realization
@user-yc1qf4cc4g,the best final in history❤,2,0,0,309300,0,0,20463015,admiration
@BelastetGD,history,1,0,0,309300,0,0,20463015,neutral
@mr.cyclops_14,"messi deserved it, but respect to mbappé for equalizing, he has a great future.",1,0,0,309300,0,0,20463015,optimism
@dirrilismixer2556,believe it or not that day argentina was destroyed by a 23 yr old,1,0,2,309300,0,0,20463015,surprise
@user-ly8cp4ze2y,🇦🇷😎,0,0,0,309300,0,0,20463015,neutral
@rudrajabasu4995,has anyone noticed that argentina defeated france exactly 50 games after their exit in 2018 wc against the french....? the last few years has been nothing short of a fairytale for messi and argentinians....... everything is so aesthetically perfect,1,0,0,309300,0,0,20463015,realization
@dariaramolino7426,"no ,this just shows what kind of a great player will kylian mbappe be ,not forgeting he already has the wc title with france .this is ... amazing .vive la france ,vive l'argentine",1,0,2,309300,0,0,20463015,admiration
@thej2558,"mbappe gave all of us a heart attack,this is probably the best performance any person can do in a wc final, especially at the young age of 23, he will go down as a french icon.",0,0,0,309300,0,0,20463015,admiration
@HarryMane,5 месяцев назад,0,0,0,309300,0,0,20463015,neutral
@wahyupurwanto795,terima kasih timnas argentina sudah mau lawan timnas indonesia di sini banyak penggemarmu termasuk saya yang piala dunia kemarin menang taruhan 😆👏👏👏🙏,1,0,2,309300,0,0,20463015,neutral
@antonioantonio3983,"tellement tellement tellement dommage pour le tir de kolo muani........ même si l'argentine a "" gagné "" la coupe. la france a été phenomale ce jour là et la prouver au monde entier. et honnêtement ça c'est jouer au pile ou face à la fin , pour moi après la remontada de mbappe c'est comme si la france avait gagné.",0,0,0,309300,0,0,20463015,neutral
@TodoEsUnaMalaria,1:30 kolo muani! what a stop!,1,0,0,309300,0,0,20463015,neutral
@crisamis3679,"someday some great movie director will make a great movie about this grand finale. algún día, algún gran director de cine hará una gran película sobre esta gran final.",0,0,0,309300,0,0,20463015,admiration
@user-dw9gd4pg1q,commentator's name,0,0,1,309300,0,0,20463015,neutral
@RyanTheGamernottingham,"if it wasn't for the ref's awful decisions against england in the quarters, france wouldn't have made it this far",0,0,0,309300,0,0,20463015,realization
@xLOVExGODx,lionel messi is the g.o.a.t.! 🇦🇷,0,0,0,309300,0,0,20463015,neutral
@RafaelMarquesP,maior jogo da história do futebol,1,0,0,309300,0,0,20463015,neutral
@halbrowjames5795,it's more than half a year now..but this one is still giving me the chills and goosebumps,47,0,0,309300,0,0,20463015,joy
@cybershadow,lionel andrés messi is the g.o.a.t. game over. case closed. dismiss.,1,0,0,309300,0,0,20463015,neutral
@saymanography,marinez last save before penalty is my heartbeats 🇦🇷🇦🇷🇦🇷,2,0,0,309300,0,0,20463015,love
@nikhilmajukar2795,that save from martinez was the greatest of all time,31,0,0,309300,0,0,20463015,admiration
@goldenrules5697,why i back watching this besause .. they say halland more better than messi 😅,1,0,0,309300,0,0,20463015,neutral
@Ok_so_what,~the greatest final ever?~ no. *it is the greatest final ever*,0,0,0,309300,0,0,20463015,surprise
@code0408,1:13 france player already touched ball with hands. it would be the worst mistake in football history if argentina lost,0,0,0,309300,0,0,20463015,disgust
@Jack37302,messiiii,0,0,0,309300,0,0,20463015,neutral
@kenecc1672,messi ❤️,0,0,0,309300,0,0,20463015,love
@ryanbrownie4634,"no football match can ever top this, i mean the players the comeback, the last minute save , i was at the edge of my seat this whole game",9,0,0,309300,0,0,20463015,admiration
@elonmuscle9604,"at french man, this is a real nightmare, trauma, torture",0,0,0,309300,0,0,20463015,fear
@dannyraphael961,"man, this was the greatest football match ever, mbappe second goal and emi martinez save, were clearly the most iconic moments",2,0,0,309300,0,0,20463015,admiration
@justnow2532,just happy that messi won the world cup,2,0,0,309300,0,0,20463015,joy
@dayoki8091,"this was my first ever proper football match that i watched full and every goal was a heartbreak, i was watching this at 12 in the midnight and i almost screamed when argentina won, truly one if not the greatest finals in the history of this sport",3,0,0,309300,0,0,20463015,disappointment
@elnino1510,no doubt 🐐🇦🇷,1,0,0,309300,0,0,20463015,neutral
@paulocesarpereira5293,gol top,1,0,0,309300,0,0,20463015,neutral
@lowquaIityeditor,mbappe was legit a villain for me in the worldcup,2,0,0,309300,0,0,20463015,anger
@heriramadhon,"this is messi, legend!",6,0,0,309300,0,0,20463015,neutral
@Skito_,can we appreciate how the camera man is flying and recording at the same time,5,0,0,309300,0,0,20463015,admiration
@FHOGamerOfffical,argentina on fire 🇦🇷🇦🇷🇦🇷🇦🇷🔥🔥🔥🔥🔥🔥🔥,1,0,0,309300,0,0,20463015,neutral
@user-rg8qm8ti7o,messiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiimessi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi ahmad zabarov messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi ahmad zabarov messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi messi,2,0,0,309300,0,0,20463015,neutral
@syamendmhamed2395,where is ishowspeed i wanna see him in the game,1,0,0,309300,0,0,20463015,curiosity
@seharafshan9256,0:40 0:40,0,0,0,309300,0,0,20463015,neutral
@varuk7434,"argentina vs franafrica l'équipe européenne, chrétienne et conservatrice a gagné. tandis que ceux en bleu étaient un confédéré musulman du moyen-orient et d'afrique, dirigé par un gouvernement mondialiste pro-soros et pro-ukrainien.",4,0,1,309300,0,0,20463015,neutral
@pratikdutta5438,"if ever the entire human race comes to the point of extinction and we have to choose a moment of sport to leave as our footprint, this match will probably be chosen as one the greatest moment of sporting history!",1,0,0,309300,0,0,20463015,pride
@cricketworld823,make me feel same as similar to 2019 cricket wc final,2,0,0,309300,0,0,20463015,neutral
@lilis_slays,why am i just randomly watching this instead of studying? 😂,8,0,1,309300,0,0,20463015,curiosity
@user-wj9dy8zp1j,"we will miss world cup , i’m sure even the 2026 one because of ww3",3,0,0,309300,0,0,20463015,sadness
@onick9456,mbappe a true legend❤ .he contribute a france to win world cup in 2018 and in 2022 one man army to keep the country proud,1,0,0,309300,0,0,20463015,admiration
@feedivlogs8429,history ❤ qatar make it possible i was in qatar for fifa nd that was my first ever visit to abroad i can't forgot every moment 🎉,0,0,0,309300,0,0,20463015,love
@philipusarabus5561,i was there in the stadium.. the trip was worth it,3,0,0,309300,0,0,20463015,joy
@EnjauladorDeMigranteS,више волим да пеһар припадне һришћанима него псеудоевропским муслиманима❤❤,1,0,0,309300,0,0,20463015,amusement
@ikejabu1212,"i’ll always come back to watch this world cup final. one of the best ever 🔥❤️ messi, the best to ever do it. ❤️",7,0,0,309300,0,0,20463015,admiration
@Shockingeditzzz150,all the credit goes to di maria every single thing so underrated,1,0,0,309300,0,0,20463015,disapproval
@waqaskhan08,mbappes hatrick was insane,0,0,0,309300,0,0,20463015,neutral
@NeerajKumar-fv1vq,this is great match🇮🇳,0,0,0,309300,0,0,20463015,admiration
@hary5061,ucl had the greatest final by liverpool against milan in istanbul. world cup have the greatest final ever in qatar by argentina against france,1,0,0,309300,0,0,20463015,admiration
@maxpower252,yes,1,0,0,309300,0,0,20463015,approval
@jkbdk6723,might be the best football match i've seen. and fifa cuts it down to a pathetic 2 min video. it should've been a +10 min video,1,0,0,309300,0,0,20463015,admiration
@sandeepsandy8973,argentin va mbappé,1,0,0,309300,0,0,20463015,neutral
@peterbabooram7798,"that last kick by kolomuwani , but destiny was on argentina's side",0,0,0,309300,0,0,20463015,neutral
@angelicayasmintaeeul,"apenas meu 9, sim é o campeão!",0,0,0,309300,0,0,20463015,neutral
@mhbvideos9113,who would carry on his legacy,0,0,0,309300,0,0,20463015,curiosity
@mhbvideos9113,what will hqppen when peter dury passes away,0,0,0,309300,0,0,20463015,neutral
@mrartx1260,yes,1,0,0,309300,0,0,20463015,approval
@originalsteps,goosebumps!😮‍💨😮‍💨,2,0,0,309300,0,0,20463015,excitement
@xianity,i never supported argentina anyways i supported portugal 🇵🇹 cringe argentina,1,0,9,309300,0,0,20463015,disapproval
@bipulkabirkhanjoy3576,this was best world cup final football history,1,0,0,309300,0,0,20463015,admiration
@kelmacit,turkiş tekler agaaa arjantinin mk,0,0,0,309300,0,0,20463015,neutral
@Saaislla2408,gak ngebayangin sih main lawan indonesia auto di bantai😭,1,0,0,309300,0,0,20463015,neutral
@geeksdude4538,"i will never forget these world cup games in my lifetime, especially the final. i'm leaving this comment here to maybe return years later and remember witnessing these moments and the goat silencing the world for the last time.",7,0,0,309300,0,0,20463015,joy
@lewiscarr9127,"the greatest football match of all time, and i don't wanna hear anything different",0,0,0,309300,0,0,20463015,admiration
@FacundoNunez-gk7wr,con el arbitraje de su lado desde el primer partido argentina campeón,0,0,1,309300,0,0,20463015,neutral
@jesminaziz9804,i don't expect that argentina first 2 goals and mbappe hat trick😮😮😮😮this the gretest final i ever seen i am excited for 2026 world cup🎉,2,0,0,309300,0,0,20463015,excitement
@kickart2,"1:29 to show how important goalkeepers are. this is almost exactly the same as 2010 final: casilla's save against robben. it gave spain the win, and here argentina the win. simply incredible.",2,0,0,309300,0,0,20463015,admiration
@Mtuye,0:49 i was so scared after the second mbappe goal,1,0,0,309300,0,0,20463015,fear
@NoName49467,argentina deserves the win and to be the world champion in football.,1,0,0,309300,0,0,20463015,admiration
@Akhilk369,❤,0,0,0,309300,0,0,20463015,neutral
@MuftiMiah,yes yes 😢😢😢❤ argentina 🇦🇷🇧🇩,0,0,0,309300,0,0,20463015,approval
@NazmulIslam-pr2gz,this has to be up there with one of the greatest world cup finals in history.. 🎉,4,0,0,309300,0,0,20463015,admiration
@johnc3403,what were those saudi's saying? ..where is messi? qatar 2022 will go down as messi's world cup.,0,0,0,309300,0,0,20463015,neutral
@can2716,best world cup ever!,1,0,0,309300,0,0,20463015,admiration
@CHROMEx1FF_,messi,0,0,0,309300,0,0,20463015,neutral
